시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,데이터갱신일자,업태구분명,위도,경도
경기도,성남시 수정구,태평동,"41131102",생활편의형SOC,CVNTL,무인택배함,태평2동 행정복지센터,CVNTL_19_41131_00039,,경기도 성남시 수정구 남문로 108,경기도 성남시 수정구 태평동 3307-2,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,중형/02+소형/03+초소형/04,"02/1+03/9+04/6","02/60+03/60+04/60","02/50+03/50+04/50","02/60+03/30+04/20",2013-10-01,"1577-1545",2022-07-11,,37.4471500000,127.1386950000
경기도,성남시 수정구,태평동,"41131102",생활편의형SOC,CVNTL,무인택배함,태평3동 행정복지센터,CVNTL_19_41131_00040,,경기도 성남시 수정구 남문로 54,경기도 성남시 수정구 태평동 3752-1,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,중형/02+소형/03+초소형/04,"02/2+03/13+04/6","02/60+03/60+04/60","02/50+03/50+04/50","02/60+03/30+04/20",2014-06-01,"1577-1545",2022-07-11,,37.4454600000,127.1331560000
경기도,수원시 장안구,조원동,"41111136",생활편의형SOC,CVNTL,무인택배함,조원1동 행정복지센터,CVNTL_19_41111_00060,,경기도 수원시 장안구 금당로 56,경기도 수원시 장안구 조원동 735,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여,해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+중소형/03,"02/3+03/12","02/55+03/55","02/45+03/45","02/60+03/30",2017-01-01,"1899-4711",2022-07-11,,37.3018000000,127.0164950000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,무인택배함,상대원1동 행정복지센터,CVNTL_19_41133_00048,,경기도 성남시 중원구 둔촌대로 425,경기도 성남시 중원구 상대원동 1451,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,대형/01+중형/02+초소형/04,"01/1+02/1+04/10","01/60+02/60+04/60","01/50+02/50+04/50","01/90+02/60+04/20",2014-06-01,"1577-1545",2022-07-11,,37.4331600000,127.1643500000
경기도,성남시 중원구,상대원동,"41133105",생활편의형SOC,CVNTL,무인택배함,상대원3동 행정복지센터,CVNTL_19_41133_00049,,경기도 성남시 중원구 박석로 78,경기도 성남시 중원구 상대원동 856,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,대형/01+중형/02+초소형/04,"01/1+02/1+04/10","01/60+02/60+04/60","01/50+02/50+04/50","01/90+02/60+04/20",2014-06-01,"1577-1545",2022-07-11,,37.4396200000,127.1654500000
경기도,의정부시,호원동,"41150102",생활편의형SOC,CVNTL,무인택배함,의정부경전철 회룡역,CVNTL_19_41150_00085,,경기도 의정부시 평화로 363,경기도 의정부시 호원동 50-5,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","택배기사에 의해 물품이 보관함으로 배송되면 배송일시와 인증번호가 수령자의 휴대폰으로 전송되며, 택배도착 알림문자(인증번호)를 받은 시민은 보관함에 휴대폰번호와 인증번호를 입력하고 물품을 찾아가면 된다.",대형/01+중형/02+소형/04,"01/01+02/05+04/39","01/55+02/55+04/55","01/45+02/45+04/45","01/80+02/45+04/30",2016-05-01,"1599-2740",2022-07-11,,37.7245900000,127.0471200000
경기도,성남시 수정구,단대동,"41131104",생활편의형SOC,CVNTL,무인택배함,단대동 논골작은도서관,CVNTL_19_41131_00041,,경기도 성남시 수정구 논골로23번길 2,경기도 성남시 수정구 단대동 59-4,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,대형/01+중형/02+소형/03+초소형/04,"01/1+02/1+03/12+04/6","01/60+02/60+03/60+04/60","01/50+02/50+03/50+04/50","01/90+02/60+03/30+04/20",2016-02-01,"1577-1545",2022-07-11,,37.4561900000,127.1599660000
경기도,화성시,안녕동,"41590126",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41590_00102,,경기도 화성시 화산중앙로 16,경기도 화성시 안녕동 20-9,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,500,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02,"01/2+02/18","01/60+02/60","01/50+02/50","01/60+02/30",2016-02-29,"1577-1545",2022-07-11,,37.2060900000,127.0145500000
경기도,성남시 수정구,산성동,"41131105",생활편의형SOC,CVNTL,무인택배함,산성동 행정복지센터,CVNTL_19_41131_00042,,경기도 성남시 수정구 수정남로 261,경기도 성남시 수정구 산성동 2136,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,대형/01+소형/03+초소형/04,"01/1+03/8+04/6","01/60+03/60+04/60","01/50+03/50+04/50","01/90+03/30+04/20",2014-06-01,"1577-1545",2022-07-11,,37.4521450000,127.1500300000
경기도,수원시 영통구,매탄동,"41117101",생활편의형SOC,CVNTL,무인택배함,매탄2동 행정복지센터,CVNTL_19_41117_00055,,경기도 수원시 영통구 매영로39번길 21,경기도 수원시 영통구 매탄동 198-99,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여,해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+중소형/03,"02/3+03/12","02/55+03/55","02/45+03/45","02/60+03/30",2017-01-01,"1899-4711",2022-07-11,,37.2701450000,127.0474400000
경기도,의정부시,가능동,"41150110",생활편의형SOC,CVNTL,무인택배함,가능동주민센터(후문),CVNTL_19_41150_00086,,경기도 의정부시 신촌로 35,경기도 의정부시 가능동 617-8,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","택배기사에 의해 물품이 보관함으로 배송되면 배송일시와 인증번호가 수령자의 휴대폰으로 전송되며, 택배도착 알림문자(인증번호)를 받은 시민은 보관함에 휴대폰번호와 인증번호를 입력하고 물품을 찾아가면 된다.",대형/01+중형/02+소형/04,"01/01+02/03+04/15","01/55+02/55+04/55","01/45+02/45+04/45","01/80+02/45+04/30",2016-05-01,"1599-2740",2022-07-11,,37.7505950000,127.0386100000
경기도,성남시 수정구,복정동,"41131107",생활편의형SOC,CVNTL,무인택배함,복정동 행정복지센터,CVNTL_19_41131_00043,,경기도 성남시 수정구 복정로 144,경기도 성남시 수정구 복정동 641-12,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,대형/01+소형/03+초소형/04,"01/1+03/8+04/6","01/60+03/60+04/60","01/50+03/50+04/50","01/90+03/30+04/20",2016-02-01,"1577-1545",2022-07-11,,37.4659900000,127.1271200000
경기도,수원시 장안구,연무동,"41111137",생활편의형SOC,CVNTL,무인택배함,연무동 행정복지센터,CVNTL_19_41111_00061,,경기도 수원시 장안구 경수대로 757,경기도 수원시 장안구 연무동 181-1,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여,해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+중소형/03,"02/4+03/16","02/55+03/55","02/45+03/45","02/60+03/30",2017-01-01,"1899-4711",2022-07-11,,37.2904360000,127.0215450000
경기도,수원시 권선구,평동,"41113127",생활편의형SOC,CVNTL,무인택배함,평동 행정복지센터,CVNTL_19_41113_00054,,경기도 수원시 권선구 평동로76번길 13,경기도 수원시 권선구 평동 35-6,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여,해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+중소형/03,"02/4+03/16","02/55+03/55","02/45+03/45","02/60+03/30",2017-01-01,"1899-4711",2022-07-11,,37.2580640000,126.9941600000
경기도,성남시 수정구,양지동,"41131106",생활편의형SOC,CVNTL,무인택배함,양지동 행정복지센터,CVNTL_19_41131_00044,,경기도 성남시 수정구 산성대로 483,경기도 성남시 수정구 양지동 870,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령,대형/01+소형/03+초소형/04,"01/1+03/8+04/6","01/60+03/60+04/60","01/50+03/50+04/50","01/90+03/30+04/20",2013-10-01,"1577-1545",2022-07-11,,37.4548530000,127.1609200000
경기도,수원시 팔달구,신풍동,"41115130",생활편의형SOC,CVNTL,무인택배함,행궁동 행정복지센터,CVNTL_19_41115_00064,,경기도 수원시 팔달구 신풍로23번길 40,경기도 수원시 팔달구 신풍동 100,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여,해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+중소형/03,"02/4+03/16","02/55+03/55","02/45+03/45","02/60+03/30",2019-07-01,"1899-4711",2022-07-11,,37.2840420000,127.0126600000
경기도,화성시,청계동,"41590130",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41590_00103,,경기도 화성시 동탄대로시범길 133,경기도 화성시 청계동 530,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,500,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,"01/1+02/3+03/4+04/12","01/60+02/60+03/60+04/40","01/60+02/60+03/60+04/40","01/60+02/45+03/30+04/22",2018-05-31,"1577-1545",2022-07-11,,37.1998520000,127.1123300000
경기도,화성시,향남읍,"41590259",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41590_00100,,경기도 화성시 향남읍 발안로 89,경기도 화성시 향남읍 행정리 287-1,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,500,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02,"01/2+02/18","01/60+02/60","01/50+02/50","01/60+02/30",2016-02-29,"1577-1545",2022-07-11,,37.1320570000,126.9205900000
경기도,화성시,봉담읍,"41590253",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41590_00101,,경기도 화성시 봉담읍 샘마을1길 7,경기도 화성시 봉담읍 상리 27-1,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,500,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02,"01/2+02/18","01/60+02/60","01/50+02/50","01/60+02/30",2016-03-10,"1577-1545",2022-07-11,,37.2199900000,126.9500500000
경기도,파주시,문산읍,"41480250",생활편의형SOC,CVNTL,무인택배함,문산역,CVNTL_19_41480_00087,,경기도 파주시 문산읍 문산역로 94,경기도 파주시 문산읍 문산리 17-14,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중소형/03,"01/5+03/6","01/55+03/55","01/45+03/45","01/60+03/33",2019-12-06,"1899-4711",2022-07-11,,37.8555830000,126.7871600000
경기도,화성시,영천동,"41590131",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41590_00104,,경기도 화성시 동탄영천로 84,경기도 화성시 영천동 539-9,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,500,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,"01/1+02/3+03/4+04/12","01/60+02/60+03/60+04/40","01/60+02/60+03/60+04/40","01/60+02/45+03/30+04/22",2021-01-01,"1577-1545",2022-07-11,,37.2101330000,127.1039350000
경기도,화성시,진안동,"41590116",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41590_00105,,경기도 화성시 떡전골로 97,경기도 화성시 진안동 824-1,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,500,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02,"01/2+02/18","01/60+02/60","01/50+02/50","01/60+02/30",2016-02-29,"1577-1545",2022-07-11,,37.2065770000,127.0335400000
경기도,의왕시,삼동,"41430103",생활편의형SOC,CVNTL,무인택배함,의왕역,CVNTL_19_41430_00080,,경기도 의왕시 철도박물관로 66,경기도 의왕시 삼동 191,"0:00","23:59","0:00","23:59","0:00","23:59","0",0,0,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,"02/4+04/14","02/60+04/60","02/50+04/50","02/60+04/30",2017-03-31,"1899-4711",2022-07-11,,37.3210830000,126.9483900000
경기도,의왕시,오전동,"41430105",생활편의형SOC,CVNTL,무인택배함,오전동주민센터,CVNTL_19_41430_00081,,경기도 의왕시 찬우물길 11,경기도 의왕시 오전동 844-18,"0:00","23:59","0:00","23:59","0:00","23:59","0",0,0,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,"02/4+04/14","02/60+04/60","02/50+04/50","02/60+04/30",2017-02-01,"1899-4711",2022-07-11,,37.3535000000,126.9715300000
경기도,파주시,금촌동,"41480101",생활편의형SOC,CVNTL,무인택배함,금촌역,CVNTL_19_41480_00089,,경기도 파주시 새꽃로 193,경기도 파주시 금촌동 329-355,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03,"01/3+02/10+03/1","01/55+02/55+03/55","01/45+02/45+03/45","01/60+02/45+03/33",2019-12-06,"1899-4711",2022-07-11,,37.7655560000,126.7739300000
경기도,파주시,금촌동,"41480101",생활편의형SOC,CVNTL,무인택배함,평생학습관,CVNTL_19_41480_00090,,경기도 파주시 금정3길 40,경기도 파주시 금촌동 952-4,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03,"01/1+02/6+03/14","01/55+02/55+03/55","01/45+02/45+03/45","01/60+02/45+03/33",2021-03-20,"1899-4711",2022-07-11,,37.7568630000,126.7740100000
경기도,파주시,야당동,"41480108",생활편의형SOC,CVNTL,무인택배함,야당역,CVNTL_19_41480_00092,,경기도 파주시 소리천로 10,경기도 파주시 야당동 1088,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03,"01/3+02/10+03/1","01/55+02/55+03/55","01/45+02/45+03/45","01/60+02/45+03/33",2019-12-06,"1899-4711",2022-07-11,,37.7128330000,126.7615200000
경기도,고양시 덕양구,화전동,"41281129",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(화전동행정복지센터),CVNTL_19_41281_00003,,경기도 고양시 덕양구 중앙로 131,경기도 고양시 덕양구 화전동 226-13,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6000330000,126.8726800000
경기도,고양시 일산서구,일산동,"41287101",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(일산역),CVNTL_19_41287_00022,,경기도 고양시 일산서구 경의로 672,경기도 고양시 일산서구 일산동 655-691,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2019-06-01,"1899-4711",2022-07-11,,37.6823120000,126.7696300000
경기도,고양시 덕양구,원흥동,"41281104",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(원흥역),CVNTL_19_41281_00010,,경기도 고양시 덕양구 권율대로 681,경기도 고양시 덕양구 원흥동 569-15,"4:00","2:00","4:00","2:00","4:00","2:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2017-03-01,"1899-4711",2022-07-11,,37.6509200000,126.8733000000
경기도,과천시,중앙동,"41290107",생활편의형SOC,CVNTL,무인택배함,여성안심택배함,CVNTL_19_41290_00027,,경기도 과천시 관문로 136,경기도 과천시 중앙동 68,"0:00","23:59","0:00","23:59","0:00","23:59","72",0,0,"2",무인택배함,대형/01,"01월 08일","01/60","01/48","01/44",2012-01-01,"02-1899-4764",2022-07-11,,37.4331900000,126.9934100000
경기도,의왕시,내손동,"41430107",생활편의형SOC,CVNTL,무인택배함,내손도서관,CVNTL_19_41430_00079,,경기도 의왕시 복지로 109,경기도 의왕시 내손동 644-1,"0:00","23:59","0:00","23:59","0:00","23:59","0",0,0,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,"02/4+04/14","02/60+04/60","02/50+04/50","02/60+04/30",2016-08-01,"1899-4711",2022-07-11,,37.3875770000,126.9816900000
경기도,고양시 일산동구,풍동,"41285107",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(풍산역),CVNTL_19_41285_00015,,경기도 고양시 일산동구 경의로 486,경기도 고양시 일산동구 풍동 1042,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6720430000,126.7864900000
경기도,고양시 덕양구,강매동,"41281124",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(행신역),CVNTL_19_41281_00008,,경기도 고양시 덕양구 소원로 102,경기도 고양시 덕양구 행신동 812,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-08-12,"1899-4711",2022-07-11,,37.6121300000,126.8341900000
경기도,구리시,교문동,"41310104",생활편의형SOC,CVNTL,무인택배함,여성안심무인택배보관함 (구리시멀티스포츠센터),CVNTL_19_41310_00034,,경기도 구리시 체육관로 137-25,경기도 구리시 교문동 153-1,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02,"01/4+02/16","01/60+02/60","01/50+02/50","01/45+02/23",2017-12-11,"1899-4711",2022-07-11,,37.5961040000,127.1351600000
경기도,의왕시,왕곡동,"41430104",생활편의형SOC,CVNTL,무인택배함,고천동주민센터,CVNTL_19_41430_00082,,경기도 의왕시 사천로 11,경기도 의왕시 왕곡동 598,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,"02/4+04/14","02/60+04/60","02/50+04/50","02/60+04/30",2017-02-01,"1899-4711",2022-07-11,,37.3458000000,126.9768900000
