시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,관서명,지방청명,경찰서명,구분명,데이터갱신일자,업태구분명,위도,경도
경기도,성남시 분당구,운중동,"41135115",생활편의형SOC,CVNTL,파출소,서판교 파출소,CVNTL_20_41135_00097,,경기도 성남시 분당구 운중로146번길 6,경기도 성남시 분당구 운중동 938,,경기남부청,분당,파출소,2022-07-11,,37.3908100000,127.0789500000
경기도,고양시 덕양구,화정동,"41281123",생활편의형SOC,CVNTL,파출소,화정 파출소,CVNTL_20_41281_00008,,경기도 고양시 덕양구 은빛로 80,경기도 고양시 덕양구 화정동 960,,경기북부청,고양,지구대,2022-07-11,,37.6371570000,126.8367000000
경기도,고양시 덕양구,화전동,"41281129",생활편의형SOC,CVNTL,파출소,화전 파출소,CVNTL_20_41281_00009,,경기도 고양시 덕양구 중앙로 219,경기도 고양시 덕양구 화전동 544-19,,경기북부청,고양,파출소,2022-07-11,,37.6059720000,126.8660400000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,파출소,선부3 파출소,CVNTL_20_41273_00148,,경기도 안산시 단원구 선삼로2길 14-20,경기도 안산시 단원구 선부동 1135,,경기남부청,안산단원,파출소,2022-07-11,,37.3448220000,126.8126900000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,파출소,선부2 파출소,CVNTL_20_41273_00150,,경기도 안산시 단원구 선여불로 19,경기도 안산시 단원구 선부동 703-3,,경기남부청,안산단원,파출소,2022-07-11,,37.3440670000,126.8038800000
경기도,과천시,별양동,"41290109",생활편의형SOC,CVNTL,파출소,별양 파출소,CVNTL_20_41290_00024,,경기도 과천시 별양로 58,경기도 과천시 별양동 11,,경기남부청,과천,지구대,2022-07-11,,37.4241070000,126.9936450000
경기도,광주시,태전동,"41610110",생활편의형SOC,CVNTL,파출소,태전 파출소,CVNTL_20_41610_00031,,경기도 광주시 태봉로 46,경기도 광주시 태전동 232-1,,경기남부청,광주,파출소,2022-07-11,,37.3894700000,127.2294850000
경기도,안성시,일죽면,"41550390",생활편의형SOC,CVNTL,파출소,일죽 파출소,CVNTL_20_41550_00171,,경기도 안성시 일죽면 주래본죽로 28,경기도 안성시 일죽면 송천리 20-6,,경기남부청,안성,파출소,2022-07-11,,37.0936400000,127.4775850000
경기도,안성시,대덕면,"41550350",생활편의형SOC,CVNTL,파출소,내리 파출소,CVNTL_20_41550_00175,,경기도 안성시 대덕면 대학6길 34,경기도 안성시 대덕면 내리 676-1,,경기남부청,안성,파출소,2022-07-11,,37.0035550000,127.2259600000
경기도,광주시,곤지암읍,"41610259",생활편의형SOC,CVNTL,파출소,곤지암 파출소,CVNTL_20_41610_00037,,경기도 광주시 곤지암읍 곤지암로 38,경기도 광주시 곤지암읍 곤지암리 430-5,,경기남부청,광주,파출소,2022-07-11,,37.3497660000,127.3426500000
경기도,이천시,모가면,"41500360",생활편의형SOC,CVNTL,파출소,모가 파출소,CVNTL_20_41500_00264,,경기도 이천시 모가면 진상미로 1305,경기도 이천시 모가면 진가리 114-11,,경기남부청,이천,파출소,2022-07-11,,37.1724620000,127.4800700000
경기도,군포시,대야미동,"41410108",생활편의형SOC,CVNTL,파출소,대야 파출소,CVNTL_20_41410_00047,,경기도 군포시 대야1로24번길 4,경기도 군포시 대야미동 654-1,,경기남부청,군포,파출소,2022-07-11,,37.3278500000,126.9175000000
경기도,오산시,오산동,"41370101",생활편의형SOC,CVNTL,파출소,중앙 파출소,CVNTL_20_41370_00227,,경기도 오산시 오산로 221,경기도 오산시 오산동 903-4,,경기남부청,화성동부,파출소,2022-07-11,,37.1468240000,127.0682140000
경기도,안산시 상록구,건건동,"41271111",생활편의형SOC,CVNTL,파출소,반월 파출소,CVNTL_20_41271_00162,,경기도 안산시 상록구 반월새싹길 56,경기도 안산시 상록구 건건동 47,,경기남부청,안산상록,파출소,2022-07-11,,37.3191600000,126.9061660000
경기도,시흥시,신천동,"41390102",생활편의형SOC,CVNTL,파출소,신천 파출소,CVNTL_20_41390_00143,,경기도 시흥시 신천로100번안길 15,경기도 시흥시 신천동 772-24,,경기남부청,시흥,파출소,2022-07-11,,37.4375840000,126.7868350000
경기도,시흥시,능곡동,"41390118",생활편의형SOC,CVNTL,파출소,능곡 파출소,CVNTL_20_41390_00144,,경기도 시흥시 장현능곡로 211,경기도 시흥시 능곡동 613,,경기남부청,시흥,파출소,2022-07-11,,37.3690200000,126.8138050000
경기도,오산시,세교동,"41370113",생활편의형SOC,CVNTL,파출소,세교 파출소,CVNTL_20_41370_00226,,경기도 오산시 세마역로 5,경기도 오산시 금암동 617-2,,경기남부청,화성동부,파출소,2022-07-11,,37.1811330000,127.0439400000
경기도,시흥시,대야동,"41390101",생활편의형SOC,CVNTL,파출소,대야 파출소,CVNTL_20_41390_00141,,경기도 시흥시 호현로 42,경기도 시흥시 대야동 494,,경기남부청,시흥,파출소,2022-07-11,,37.4442311000,126.7854017000
경기도,시흥시,장곡동,"41390130",생활편의형SOC,CVNTL,파출소,장곡 파출소,CVNTL_20_41390_00145,,경기도 시흥시 장곡로54번길 25-14,경기도 시흥시 장곡동 793-3,,경기남부청,시흥,지구대,2022-07-11,,37.3819850000,126.7813300000
경기도,안산시 상록구,월피동,"41271109",생활편의형SOC,CVNTL,파출소,월피 파출소,CVNTL_20_41271_00165,,경기도 안산시 상록구 안산천서로 215,경기도 안산시 상록구 월피동 512-3,,경기남부청,안산상록,파출소,2022-07-11,,37.3331260000,126.8463200000
경기도,성남시 중원구,성남동,"41133101",생활편의형SOC,CVNTL,파출소,성호 파출소,CVNTL_20_41133_00110,,경기도 성남시 중원구 산성대로 190-6,경기도 성남시 중원구 성남동 2199,,경기남부청,성남중원,지구대,2022-07-11,,37.4360770000,127.1399800000
경기도,김포시,대곶면,"41570340",생활편의형SOC,CVNTL,파출소,대곶 파출소,CVNTL_20_41570_00048,,경기도 김포시 대곶면 율생로 72,경기도 김포시 대곶면 율생리 451-1,,경기남부청,김포,파출소,2022-07-11,,37.6509740000,126.5839600000
경기도,양주시,남면,"41630320",생활편의형SOC,CVNTL,파출소,남면 파출소,CVNTL_20_41630_00190,,경기도 양주시 남면 개나리길 50,경기도 양주시 남면 신산리 285-183,,경기북부청,양주,파출소,2022-07-11,,37.8952500000,126.9741900000
경기도,양주시,마전동,"41630104",생활편의형SOC,CVNTL,파출소,주내 파출소,CVNTL_20_41630_00194,,경기도 양주시 부흥로 1617,경기도 양주시 마전동 163-6,,경기북부청,양주,파출소,2022-07-11,,37.7791334000,127.0517214000
경기도,군포시,부곡동,"41410103",생활편의형SOC,CVNTL,파출소,송부 파출소,CVNTL_20_41410_00046,,경기도 군포시 번영로 6-4,경기도 군포시 부곡동 1111-1,,경기남부청,군포,파출소,2022-07-11,,37.3227730000,126.9398600000
경기도,수원시 팔달구,매산로1가,"41115134",생활편의형SOC,CVNTL,파출소,매산 파출소,CVNTL_20_41115_00129,,경기도 수원시 팔달구 덕영대로 924,경기도 수원시 팔달구 매산로1가 18,,경기남부청,수원서부,지구대,2022-07-11,,37.2657000000,127.0001200000
경기도,수원시 팔달구,매교동,"41115133",생활편의형SOC,CVNTL,파출소,유천 파출소,CVNTL_20_41115_00130,,경기도 수원시 팔달구 매산로116번길 50,경기도 수원시 팔달구 매교동 77-63,,경기남부청,수원서부,파출소,2022-07-11,,37.2691650000,127.0143800000
경기도,여주시,강천면,"41670370",생활편의형SOC,CVNTL,파출소,강천 파출소,CVNTL_20_41670_00213,,경기도 여주시 강천면 강문로 566,경기도 여주시 강천면 간매리 313,,경기남부청,여주,파출소,2022-07-11,,37.2735980000,127.7112350000
경기도,여주시,산북면,"41670380",생활편의형SOC,CVNTL,파출소,산북 파출소,CVNTL_20_41670_00214,,경기도 여주시 산북면 금품1로 2,경기도 여주시 산북면 상품리 27-6,,경기남부청,여주,파출소,2022-07-11,,37.4047620000,127.4436800000
경기도,용인시 처인구,김량장동,"41461101",생활편의형SOC,CVNTL,파출소,중앙 파출소,CVNTL_20_41461_00238,,경기도 용인시 처인구 금령로 18,경기도 용인시 처인구 김량장동 328-2,,경기남부청,용인동부,지구대,2022-07-11,,37.2345700000,127.1982350000
경기도,용인시 처인구,모현읍,"41461253",생활편의형SOC,CVNTL,파출소,모현 파출소,CVNTL_20_41461_00240,,경기도 용인시 처인구 모현읍 백옥대로 2372,경기도 용인시 처인구 모현읍 왕산리 805-1,,경기남부청,용인동부,파출소,2022-07-11,,37.3353160000,127.2496100000
경기도,용인시 처인구,남사읍,"41461259",생활편의형SOC,CVNTL,파출소,남사 파출소,CVNTL_20_41461_00241,,경기도 용인시 처인구 남사읍 처인성로185번길 13,경기도 용인시 처인구 남사읍 봉무리 664-4,,경기남부청,용인동부,파출소,2022-07-11,,37.1137920000,127.1499500000
경기도,안양시 동안구,호계동,"41173104",생활편의형SOC,CVNTL,파출소,호계 파출소,CVNTL_20_41173_00177,,경기도 안양시 동안구 경수대로508번길 17,경기도 안양시 동안구 호계동 1006-9,,경기남부청,안양동안,파출소,2022-07-11,,37.3682480000,126.9588700000
경기도,안성시,원곡면,"41550380",생활편의형SOC,CVNTL,파출소,원곡 파출소,CVNTL_20_41550_00170,,경기도 안성시 원곡면 가천중앙1길 44,경기도 안성시 원곡면 외가천리 267-4,,경기남부청,안성,파출소,2022-07-11,,37.0392200000,127.1292650000
경기도,이천시,율면,"41500380",생활편의형SOC,CVNTL,파출소,율면 파출소,CVNTL_20_41500_00261,,경기도 이천시 율면 고당로 144,경기도 이천시 율면 고당리 247-12,,경기남부청,이천,파출소,2022-07-11,,37.0955160000,127.5468900000
경기도,이천시,대월면,"41500350",생활편의형SOC,CVNTL,파출소,대월 파출소,CVNTL_20_41500_00262,,경기도 이천시 대월면 대월로803번길 64,경기도 이천시 대월면 초지리 310-2,,경기남부청,이천,파출소,2022-07-11,,37.2245640000,127.4946600000
경기도,평택시,신장동,"41220112",생활편의형SOC,CVNTL,파출소,신장 파출소,CVNTL_20_41220_00286,,경기도 평택시 신서로 65,경기도 평택시 신장동 263-141,,경기남부청,평택,파출소,2022-07-11,,37.0724830000,127.0512500000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,파출소,서정 파출소,CVNTL_20_41220_00285,,경기도 평택시 서정역로 34,경기도 평택시 서정동 332-35,,경기남부청,평택,지구대,2022-07-11,,37.0571400000,127.0561140000
경기도,양주시,덕계동,"41630116",생활편의형SOC,CVNTL,파출소,덕계 파출소,CVNTL_20_41630_00186,,경기도 양주시 평화로 1427,경기도 양주시 덕계동 681-31,,경기북부청,양주,파출소,2022-07-11,,37.8182450000,127.0456600000
경기도,포천시,이동면,"41650380",생활편의형SOC,CVNTL,파출소,이동 파출소,CVNTL_20_41650_00306,,경기도 포천시 이동면 화동로 2078,경기도 포천시 이동면 장암리 219-2,,경기북부청,포천,파출소,2022-07-11,,38.0332260000,127.3664550000
경기도,용인시 기흥구,중동,"41463116",생활편의형SOC,CVNTL,파출소,동백 파출소,CVNTL_20_41463_00232,,경기도 용인시 기흥구 동백6로 37,경기도 용인시 기흥구 중동 872-2,,경기남부청,용인동부,파출소,2022-07-11,,37.2775420000,127.1554900000
경기도,화성시,남양읍,"41590262",생활편의형SOC,CVNTL,파출소,남양 파출소,CVNTL_20_41590_00322,,경기도 화성시 남양읍 남양시장로 47,경기도 화성시 남양읍 남양리 651-8,,경기남부청,화성서부,파출소,2022-07-11,,37.2090150000,126.8146400000
경기도,화성시,마도면,"41590330",생활편의형SOC,CVNTL,파출소,마도 파출소,CVNTL_20_41590_00323,,경기도 화성시 마도면 석교로 179,경기도 화성시 마도면 석교리 228-2,,경기남부청,화성서부,파출소,2022-07-11,,37.2063000000,126.7745500000
경기도,화성시,팔탄면,"41590360",생활편의형SOC,CVNTL,파출소,팔탄 파출소,CVNTL_20_41590_00325,,경기도 화성시 팔탄면 서촌길 9,경기도 화성시 팔탄면 구장리 529-5,,경기남부청,화성서부,파출소,2022-07-11,,37.1605070000,126.9031400000
경기도,화성시,봉담읍,"41590253",생활편의형SOC,CVNTL,파출소,봉담 파출소,CVNTL_20_41590_00326,,경기도 화성시 봉담읍 와우로15번길 17,경기도 화성시 봉담읍 와우리 214-1,,경기남부청,화성서부,파출소,2022-07-11,,37.2166100000,126.9706950000
경기도,화성시,석우동,"41590128",생활편의형SOC,CVNTL,파출소,동탄 파출소,CVNTL_20_41590_00328,,경기도 화성시 노작로 226-1,경기도 화성시 석우동 59-1,,경기남부청,화성동부,지구대,2022-07-11,,37.2075040000,127.0774100000
경기도,화성시,서신면,"41590350",생활편의형SOC,CVNTL,파출소,서신 파출소,CVNTL_20_41590_00329,,경기도 화성시 서신면 매화1길 31,경기도 화성시 서신면 매화리 351-3,,경기남부청,화성서부,파출소,2022-07-11,,37.1702000000,126.7055700000
경기도,화성시,영천동,"41590131",생활편의형SOC,CVNTL,파출소,동탄2 파출소,CVNTL_20_41590_00327,,경기도 화성시 동탄영천로 70,경기도 화성시 영천동 668-1,,경기남부청,화성동부,파출소,2022-07-11,,37.2089700000,127.1039700000
경기도,수원시 권선구,권선동,"41113137",생활편의형SOC,CVNTL,파출소,권선 파출소,CVNTL_20_41113_00115,,경기도 수원시 권선구 권선로669번길 24-23,경기도 수원시 권선구 권선동 1012-1,,경기남부청,수원남부,파출소,2022-07-11,,37.2607668000,127.0263711000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,파출소,백석 파출소,CVNTL_20_41285_00015,,경기도 고양시 일산동구 장백로 76,경기도 고양시 일산동구 백석동 1338,,경기북부청,일산동부,지구대,2022-07-11,,37.6441540000,126.7852400000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,파출소,마두 파출소,CVNTL_20_41285_00016,,경기도 고양시 일산동구 노루목로 116,경기도 고양시 일산동구 장항동 899,,경기북부청,일산동부,지구대,2022-07-11,,37.6499600000,126.7784650000
경기도,광명시,광명동,"41210101",생활편의형SOC,CVNTL,파출소,광남 파출소,CVNTL_20_41210_00028,,경기도 광명시 목감로 34,경기도 광명시 광명동 759-7,,경기남부청,광명,지구대,2022-07-11,,37.4715270000,126.8456100000
경기도,고양시 일산동구,풍동,"41285107",생활편의형SOC,CVNTL,파출소,풍사 파출소,CVNTL_20_41285_00017,,경기도 고양시 일산동구 숲속마을로 54,경기도 고양시 일산동구 풍동 1271,,경기북부청,일산동부,파출소,2022-07-11,,37.6675870000,126.7973700000
경기도,고양시 덕양구,행신동,"41281128",생활편의형SOC,CVNTL,파출소,행신3 파출소,CVNTL_20_41281_00011,,경기도 고양시 덕양구 중앙로558번길 90,경기도 고양시 덕양구 행신동 931,,경기북부청,고양,파출소,2022-07-11,,37.6268100000,126.8389200000
경기도,고양시 덕양구,행신동,"41281128",생활편의형SOC,CVNTL,파출소,행신 파출소,CVNTL_20_41281_00012,,경기도 고양시 덕양구 중앙로 541-18,경기도 고양시 덕양구 행신동 991,,경기북부청,고양,지구대,2022-07-11,,37.6221120000,126.8357900000
경기도,고양시 덕양구,삼송동,"41281111",생활편의형SOC,CVNTL,파출소,신도 파출소,CVNTL_20_41281_00014,,경기도 고양시 덕양구 신도길 6,경기도 고양시 덕양구 삼송동 30-27,,경기북부청,고양,파출소,2022-07-11,,37.6528550000,126.8939200000
경기도,성남시 분당구,야탑동,"41135107",생활편의형SOC,CVNTL,파출소,야탑 파출소,CVNTL_20_41135_00094,,경기도 성남시 분당구 야탑로 76,경기도 성남시 분당구 야탑동 505,,경기남부청,분당,지구대,2022-07-11,,37.4096450000,127.1273800000
경기도,수원시 영통구,망포동,"41117107",생활편의형SOC,CVNTL,파출소,태장 파출소,CVNTL_20_41117_00121,,경기도 수원시 영통구 영통로 143,경기도 수원시 영통구 망포동 396-1,,경기남부청,수원남부,파출소,2022-07-11,,37.2403640000,127.0554200000
경기도,고양시 일산서구,탄현동,"41287103",생활편의형SOC,CVNTL,파출소,탄현 파출소,CVNTL_20_41287_00019,,경기도 고양시 일산서구 현중로36번길 1,경기도 고양시 일산서구 탄현동 1488,,경기북부청,일산서부,지구대,2022-07-11,,37.6942060000,126.7678700000
경기도,평택시,오성면,"41220340",생활편의형SOC,CVNTL,파출소,오성 파출소,CVNTL_20_41220_00294,,경기도 평택시 오성면 숙성시장길 71,경기도 평택시 오성면 숙성리 35-3,,경기남부청,평택,파출소,2022-07-11,,37.0089260000,126.9855350000
경기도,평택시,고덕동,"41220128",생활편의형SOC,CVNTL,파출소,고덕 파출소,CVNTL_20_41220_00295,,경기도 평택시 고덕면 고덕로 297,경기도 평택시 고덕면 좌교리 384-5,,경기남부청,평택,파출소,2022-07-11,,37.0432050000,127.0189740000
경기도,안양시 동안구,호계동,"41173104",생활편의형SOC,CVNTL,파출소,갈산 파출소,CVNTL_20_41173_00176,,경기도 안양시 동안구 흥안대로223번길 30-1,경기도 안양시 동안구 호계동 1118-1,,경기남부청,안양동안,지구대,2022-07-11,,37.3763300000,126.9662200000
경기도,안양시 동안구,호계동,"41173104",생활편의형SOC,CVNTL,파출소,범계 파출소,CVNTL_20_41173_00180,,경기도 안양시 동안구 평촌대로217번길 57,경기도 안양시 동안구 호계동 1051-2,,경기남부청,안양동안,파출소,2022-07-11,,37.3898930000,126.9527100000
경기도,안양시 동안구,비산동,"41173101",생활편의형SOC,CVNTL,파출소,비산 파출소,CVNTL_20_41173_00178,,경기도 안양시 동안구 관악대로 125,경기도 안양시 동안구 비산동 459-57,,경기남부청,안양동안,지구대,2022-07-11,,37.3991130000,126.9380500000
경기도,안양시 만안구,박달동,"41171103",생활편의형SOC,CVNTL,파출소,박달 파출소,CVNTL_20_41171_00182,,경기도 안양시 만안구 박달로 492,경기도 안양시 만안구 박달동 94-136,,경기남부청,안양만안,지구대,2022-07-11,,37.4022300000,126.9071700000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,파출소,서현 파출소,CVNTL_20_41135_00091,,경기도 성남시 분당구 중앙공원로31번길 30,경기도 성남시 분당구 서현동 89-5,,경기남부청,분당,지구대,2022-07-11,,37.3823170000,127.1262740000
경기도,고양시 일산서구,가좌동,"41287106",생활편의형SOC,CVNTL,파출소,가좌 파출소,CVNTL_20_41287_00020,,경기도 고양시 일산서구 가좌로 24,경기도 고양시 일산서구 가좌동 134-7,,경기북부청,일산서부,파출소,2022-07-11,,37.6913340000,126.7232500000
경기도,평택시,서탄면,"41220320",생활편의형SOC,CVNTL,파출소,서탄 파출소,CVNTL_20_41220_00281,,경기도 평택시 서탄면 서탄로 280,경기도 평택시 서탄면 금암리 251-2,,경기남부청,평택,파출소,2022-07-11,,37.1080740000,127.0339000000
경기도,고양시 일산서구,주엽동,"41287102",생활편의형SOC,CVNTL,파출소,주엽 파출소,CVNTL_20_41287_00021,,경기도 고양시 일산서구 강성로 107,경기도 고양시 일산서구 주엽동 70,,경기북부청,일산서부,지구대,2022-07-11,,37.6700300000,126.7634700000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,파출소,안양 파출소,CVNTL_20_41171_00183,,경기도 안양시 만안구 만안로 232,경기도 안양시 만안구 안양동 88-1,,경기남부청,안양만안,지구대,2022-07-11,,37.4017750000,126.9226600000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,파출소,명학 파출소,CVNTL_20_41171_00184,,경기도 안양시 만안구 안양로170번길 20,경기도 안양시 만안구 안양동 441-1,,경기남부청,안양만안,지구대,2022-07-11,,37.3896100000,126.9304600000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,파출소,석수 파출소,CVNTL_20_41171_00185,,경기도 안양시 만안구 경수대로 1161,경기도 안양시 만안구 안양동 42-17,,경기남부청,안양만안,지구대,2022-07-11,,37.4147380000,126.9183960000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,파출소,하안 파출소,CVNTL_20_41210_00025,,경기도 광명시 범안로 1027,경기도 광명시 하안동 650-5,,경기남부청,광명,지구대,2022-07-11,,37.4615700000,126.8773040000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,파출소,본오1 파출소,CVNTL_20_41271_00159,,경기도 안산시 상록구 샘골로 11,경기도 안산시 상록구 본오동 1153-1,,경기남부청,안산상록,파출소,2022-07-11,,37.2848500000,126.8635250000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,파출소,금오 파출소,CVNTL_20_41150_00250,,경기도 의정부시 추동로108번길 1,경기도 의정부시 신곡동 804-1,,경기북부청,의정부,지구대,2022-07-11,,37.7476400000,127.0664300000
경기도,안산시 상록구,수암동,"41271113",생활편의형SOC,CVNTL,파출소,수암 파출소,CVNTL_20_41271_00160,,경기도 안산시 상록구 수인로 2026,경기도 안산시 상록구 수암동 502,,경기남부청,안산상록,파출소,2022-07-11,,37.3639530000,126.8764100000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,파출소,수내 파출소,CVNTL_20_41135_00092,,경기도 성남시 분당구 불정로 253,경기도 성남시 분당구 수내동 85,,경기남부청,분당,파출소,2022-07-11,,37.3667560000,127.1263000000
경기도,부천시,약대동,"41190105",생활편의형SOC,CVNTL,파출소,약대 파출소,CVNTL_20_41190_00080,,경기도 부천시 중동로388번길 6,경기도 부천시 약대동 97-1,,경기남부청,부천원미,파출소,2022-07-11,,37.5143620000,126.7704240000
경기도,안산시 상록구,사동,"41271103",생활편의형SOC,CVNTL,파출소,사동 파출소,CVNTL_20_41271_00161,,경기도 안산시 상록구 석호로 175,경기도 안산시 상록구 사동 1304-1,,경기남부청,안산상록,지구대,2022-07-11,,37.2969060000,126.8512100000
경기도,평택시,신장동,"41220112",생활편의형SOC,CVNTL,파출소,송탄 파출소,CVNTL_20_41220_00282,,경기도 평택시 탄현로 331,경기도 평택시 신장동 211-7,,경기남부청,평택,파출소,2022-07-11,,37.0817680000,127.0560000000
